x,y
6694.004,3688.844
6609.632942953952,3644.391273583192
6522.072827250494,3598.5930656690443
6451.601040104153,3544.8664713306007
6389.883811687985,3494.8898899006936
6329.119512436118,3445.458880733423
6276.994813883431,3395.383863010743
6234.017524243729,3346.761416598604
6182.638074865234,3304.073295270934
6114.905056645951,3273.7706194197362
6036.22485862562,3249.2727495711956
5956.741633362316,3228.325569999895
5882.016220429955,3214.6461838777454
5799.988631386391,3208.94437620034
5712.638684727127,3203.6291918139614
5617.987487310858,3193.3947908116434
5516.452695982409,3177.3973695187124
5423.7395357815885,3147.0927553101833
5341.9469418495955,3107.899789990998
5261.1954636845285,3058.0065244876055
5184.734415134033,2999.489039909667
5107.390810860518,2933.5860670642987
5021.65733576962,2866.966686838305
4923.93344141839,2811.614027997557
4818.841944764724,2767.013374048499
4722.531873103435,2730.0181843172963
4619.776986465914,2690.9478643331663
4510.468601607727,2652.241253250456
4391.893284961082,2625.9077646507003
4276.094787677553,2578.5242533242936
4181.871696036572,2528.729849947826
4101.325726839597,2471.876273785017
4028.2027126664057,2411.702967494217
3960.499916545584,2345.8352836429717
3880.747529553897,2275.8838582355784
3787.956800968369,2218.915498813259
3688.0499262581275,2173.343499517071
3589.987891861649,2132.7791220451536
3497.154001813548,2085.267113420314
3411.4046768123294,2037.3117139318447
3325.262925957654,1983.0284355151068
3266.1512894556386,1929.930108984257
3221.4174090085526,1873.7693189978788
3177.77192664643,1806.5564682024485
3131.049016186639,1730.13614254784
3074.5555467671006,1652.7921475285998
3008.4403004642672,1581.330564307699
2926.523819298966,1512.9570058118775
2839.468749979275,1443.1931724819274
2760.3080827154076,1380.855228554547
2678.033396108214,1323.8960430110264
2587.177884278432,1265.0371468082137
2495.9138728900075,1192.9516031654464
2429.653433896151,1113.0353778205147
2378.9856298642767,1029.2869804370473
2333.820387610209,946.9583705874869
2290.178025943952,862.6312676921922
2242.969579348915,781.27679340201
2184.70225282828,699.4072076201996
2117.5283484070287,620.2904330682292
2048.4142548208656,544.4554492699143
1981.8321974645883,463.82385035900194
1915.861834389816,387.346448386504
1847.5632071120033,303.08176859234857
1799.419350573766,226.89287233028253
1759.224090500257,152.43444110489972
1720.4145534884767,74.53955858502486
1679.1993653345905,-7.1335868970390415
1635.5157813438493,-96.20327807918386
1586.745178343729,-195.33089096396873
1535.2054300181478,-286.22935490045916
1484.6187928184393,-366.34648984221155
1434.6077347421588,-446.19333442982804
1384.2962340689105,-531.5329866657258
1330.318392968155,-619.4084311716776
1285.5430974549743,-716.0312856798158
1257.411843284881,-812.9261902004736
1241.071522010783,-904.4697706653421
1233.3691635701557,-990.3953133182207
1233.3724396224247,-1077.7355533482425
1235.8505542243877,-1163.3874536571077
1231.2091351863394,-1254.1933778188322
1214.2174040594025,-1346.707293114827
1193.4258106799487,-1436.3637009875756
1172.0743109309346,-1523.514436935544
1151.6685469306522,-1615.3169444924627
1131.3188326262953,-1699.5100175070654
1110.7953569116135,-1783.6917585273145
1096.518853881302,-1862.9554798557415
1083.265726800463,-1940.6000390324202
1064.2605749548393,-2013.5022857760384
1036.4636769221672,-2086.1877858261546
1011.1430899172786,-2161.489112693935
988.48185628144,-2240.450946612241
965.8441270062607,-2313.2551569473517
940.5338141479998,-2379.424303757717
910.938875947709,-2442.8496266497164
877.3890496369229,-2504.1153127413995
846.8098440751376,-2558.781681206876
820.7615318350039,-2611.0126386313423
