x,y
4376.509,4483.027
4317.59537084379,4473.095476453792
4242.024761183719,4450.603141097808
4197.251868443812,4464.347229406353
4133.981079765439,4460.540427857064
4071.718248172172,4454.44493861957
4010.3562904757864,4448.5879898408275
3949.669845892135,4443.472242234811
3890.1652004460766,4442.517108597304
3830.736460871154,4441.905976473507
3770.5534917840423,4441.874463523944
3713.146089112177,4446.079180030695
3656.509201432536,4451.92407149258
3600.340777172813,4465.766808053204
3541.624674846418,4473.46096837849
3481.427608430642,4481.561207055518
3417.711945862999,4490.082861244333
3354.1581912633983,4498.761255321744
3294.018532573107,4506.617308403247
3234.4878065067123,4511.838356352818
3174.846323911861,4514.518255857026
3114.2878589631637,4510.086575941456
3056.657724617216,4501.977785685198
3000.5241586588395,4491.872196115835
2942.67597752961,4479.092132666335
2884.6316126721804,4466.371355275937
2825.9862681359036,4455.695649146141
2765.1860151860697,4446.095305633591
2703.81593500662,4433.23499243812
2643.2511402519704,4417.489575508212
2582.9198443420178,4403.835479507823
2524.2584960596305,4396.512714978751
2465.0495522380475,4388.780398370839
2408.848371317523,4382.878390487668
2354.4342747036526,4377.667323697628
2299.198930779008,4372.966606738675
2243.032763855208,4369.002043285058
2182.6406962498886,4364.870008038689
2118.692797948206,4359.4735148232985
2058.2170820888045,4353.493631347914
2002.2218809072015,4347.544658846048
1949.6783551376573,4340.471384200931
1895.9504523640437,4329.953100319435
1842.7027871422595,4316.459019857055
1790.220302042155,4301.141033005286
1737.0286175627266,4284.313414107315
1682.6473429632588,4266.613039250004
1628.1143066008908,4251.437236946824
1573.3411715032764,4234.473965967929
1520.7770118937929,4214.029395173403
1469.9201929324076,4190.2326480583515
1420.5775560722038,4166.179029018347
1372.8617658772932,4144.477203875641
1322.9406543698772,4124.54834835594
1270.2388021143456,4105.842591280692
1218.1307107530847,4088.9453059414363
1167.7101246267662,4073.924658324372
1118.4330141283244,4058.354584008028
1069.7321312093734,4044.575821148803
1020.2057151623936,4030.269963136797
969.5500258083839,4015.089220927849
918.2706889804398,4000.7487348682935
868.7170573608935,3988.695588124647
820.2766324043076,3977.230850373875
771.706919350295,3964.275793091109
723.5519744272359,3950.5405104412407
676.1109547895935,3936.2273656413536
629.8723473310505,3921.383315169439
584.1208989733993,3905.751010131272
538.9366759644953,3889.4473174758605
493.3506411255612,3872.718738027864
445.6687347262551,3857.112895470043
394.71688909759155,3841.7187038808515
342.89711161829683,3825.540784379998
295.6025568839875,3814.619577810082
249.88092911154993,3812.03079529057
203.87860189443106,3813.251178269314
157.45320025988428,3817.915302749489
112.18699246448374,3826.7224152139825
67.6208588939515,3839.947812567025
22.16525543035479,3856.981758755264
-23.03668125977239,3876.8488734564576
-69.86696629417614,3899.2094092168286
-115.67026303752492,3931.8667919757
-161.95704363063933,3953.9047048528723
-205.57413452948896,3969.2862719438126
-240.58662001887814,3983.812601804174
-268.23942779764764,3992.6468399207106
-280.555864064449,4010.666819538757
-270.4734991657433,4031.7354842971877
-240.74335442199313,4048.974181366994
-204.9090074034616,4050.66804820829
-170.7756775359613,4036.442515733703
-143.71112388573528,4012.344915296849
-122.21435085669125,3984.459957999924
-103.60110918946154,3950.7852972997434
-89.299830032727,3914.061137847148
-79.7826693935119,3875.7945406546846
-72.90722521873967,3838.619136762932
-66.34115568948418,3802.6409485597455
