x,y
4318.5790000000015,4463.584
4257.668982042394,4452.6214582785515
4197.850725030836,4445.466555013014
4140.868159796252,4435.712900907383
4083.295563782108,4425.568497314092
4028.8560750045467,4416.767951257507
3976.7557328657786,4412.693124542576
3925.031731367389,4409.493137570541
3872.205250347313,4402.680938250919
3826.454063005755,4396.661972807307
3783.558369915606,4384.636022276668
3742.3921875811857,4376.235668592963
3700.6270265973776,4372.704504009073
3657.4322780116595,4374.541405668421
3616.3519443716646,4377.7593162868525
3580.4578752580987,4376.877410149162
3546.7636005633094,4372.917602978789
3512.700655915194,4367.434868716493
3476.4194347203406,4359.944854138842
3438.003217683904,4350.359910368827
3398.451663300786,4338.132375510074
3359.1281953215366,4328.345606250523
3313.5967907253507,4310.521427220108
3263.629498294328,4289.312940493753
3209.1755130524216,4266.392527267052
3150.3584201294525,4247.017858377876
3089.7251395690655,4233.027259272615
3029.9371213888808,4224.596474893604
2974.37174181064,4219.592598049848
2921.0134771375483,4214.789572225687
2869.390925481935,4208.489829056054
2817.8355495969445,4200.098410243855
2759.8188915038468,4186.503003210104
2700.62759060038,4173.925216165688
2641.859232017424,4161.6059299076005
2587.176606704246,4149.930066989524
2530.7304260512324,4136.776387953188
2473.294930923233,4121.015430867429
2418.535543433465,4103.012232475514
2364.0616015517094,4084.2393109854015
2308.450076951232,4065.14810833112
2253.869192707182,4047.762218363801
2193.879822530817,4026.4071813995934
2132.4819268572664,4003.7667946730207
2072.4616362063325,3980.1183365406205
2016.163555998644,3958.7865764296716
1956.108672866624,3939.7251888748597
1894.208905533915,3923.7190017265893
1834.0341140633334,3911.067609952845
1774.061100965276,3901.4679921198463
1712.9953819629704,3894.1995401650697
1648.169250159176,3887.5340986791243
1579.8798916054486,3882.1302336597946
1511.3515266055983,3878.482278910758
1445.5997330228774,3874.0662372997695
1385.9062507141794,3866.3954510282147
1328.3322562202618,3856.480953938754
1271.814364379624,3845.594648118363
1213.7359677701256,3833.927491109744
1152.8815121687153,3822.9257449135866
1092.022357243562,3809.2917633294046
1031.1766498591412,3795.9152234785774
970.2165601980903,3782.9111138664357
905.6343695328211,3769.419547703919
842.0098154326591,3758.501161329709
778.8117754144318,3752.1551119736964
712.870156687743,3748.2372320845534
647.9972564847844,3749.971543091343
585.4047362255144,3755.0820255629906
522.956273529322,3763.504031121562
458.08264195382134,3774.10502692441
390.1286278839599,3787.753384921561
318.83916161368796,3806.1031806378837
249.2864787915665,3824.349077666646
182.95786657549044,3839.298997434504
120.51860577732494,3850.471659491557
60.92134997948225,3860.4775177795277
5.020220833568279,3869.9784770195997
-49.65686034640806,3879.6747678341867
-105.19373138252325,3889.9553989357387
-159.64283532727234,3903.16603383604
-213.8937496634912,3921.529476247817
-267.97326943075353,3937.116483969946
-311.9570923632985,3953.296994094025
-347.0443306554077,3963.4841919278597
-375.11051273925955,3972.205075968123
-399.08248122758175,3982.7338620396777
-419.0280853106508,3992.5860051304912
-434.8335470905969,4002.390960184096
-446.7688152648907,4010.031412634109
-454.221663195325,4009.898753290185
-456.95017649757295,4014.866294391396
-458.1932617862716,4018.5340393401702
-457.49021148453124,4020.532776867582
-454.71989493526684,4022.1130594212154
-450.45402838203495,4023.9486573621202
-444.2830690909503,4024.921530732966
-434.68838071984914,4026.8051559501846
-423.1493964988723,4030.0085761098917
-408.1196059469489,4035.891860488697
