x,y
2195.6602804560002,3115.553800088002
2189.4263299372524,3154.366134329575
2181.3870631908085,3190.984273140276
2171.2449345196355,3223.028854326482
2157.2354571652077,3251.775900433681
2137.802468739182,3277.898310283461
2112.285159388989,3299.08918044097
2083.7240518532644,3315.561613906393
2051.60777134319,3327.7710371132703
2014.1858767158901,3334.5237043905136
1975.7865692674886,3336.3235724416027
1935.1282771553904,3333.6580457896944
1892.3351042995128,3328.576932586972
1845.1650642707425,3320.932360866854
1795.5773198701693,3312.3338109005063
1745.8569073008996,3305.109706060516
1693.4355287178753,3300.5135976178294
1639.9949149357083,3298.2309675541637
1586.9139135900766,3298.114172110914
1533.3493802646701,3298.999502670366
1479.195459624338,3299.9529167566097
1424.9159893356052,3300.941197302144
1368.9207460689079,3302.525942851398
1309.3244869306866,3306.833899868232
1247.1887994575789,3307.2195646009395
1183.5699437882631,3304.2304563133202
1121.1276863688217,3297.202242531594
1062.386722628648,3288.4233940204576
1006.3767441281069,3277.4446173080723
950.819501198711,3265.3113568220665
894.8633136968868,3250.7476939847797
837.1504837290454,3234.9705102684457
776.2887062682478,3217.7685747932255
713.9953019682716,3199.5219104182584
650.0296713512143,3181.5273544640127
582.1775967778435,3168.6651611173006
516.5547895975938,3159.3594943769467
454.20403159768705,3151.5612665637464
393.80235073356084,3145.4697092406363
335.7982278750448,3141.1500995373594
277.6342537598177,3138.976376111831
216.85653913515387,3139.0450034304617
154.91471014881336,3139.2298653762646
94.93983261127003,3138.739133015887
38.541701758500984,3133.3728943440105
-16.21465480916842,3127.0556057804697
-67.10504464006155,3120.525633591654
-115.48000109151646,3116.8032199291283
-163.58649499410132,3113.9920426670506
-210.89399202045354,3110.3322990162337
-257.5442239664127,3107.0365515953144
-303.5713229437936,3101.925409162789
-351.2512213226967,3097.3286153360964
-397.8729676488054,3094.104110614075
-444.5137436648068,3094.1191879668145
-494.8215928537025,3098.7267392491412
-545.270534270284,3105.906414528458
-592.8449545501443,3113.8566660436504
-638.877637422169,3122.3336740899304
-682.3416433391891,3130.3037388117173
-724.0676847649598,3136.011541180518
-765.055605569004,3141.237774449105
-801.851490564559,3147.543930976067
-833.8331067069505,3153.039384708874
-861.846746149362,3155.0332671637148
-886.0016122924138,3152.8255932819493
-907.4209529424522,3151.318665969298
-923.4139323095526,3149.301384329836
-935.4738961486615,3147.6124097713187
-945.1433686592239,3147.3319270907264
-952.7177794833206,3147.883962535936
-958.2996890271497,3148.9734957354704
-962.9393447506433,3151.7095622153147
-965.276762107969,3152.8335006077177
-966.9805219289836,3153.667793797077
-967.5029282119201,3152.4602387205177
-968.9863339843436,3153.422630093553
-968.9282140078476,3153.370439073973
-968.0129959764289,3153.1053174369977
-966.8965122809216,3153.733194843382
-965.3511882359365,3154.2743124680987
-963.633648291591,3154.2276594538384
-961.7097196924119,3153.520603175389
-959.6086712643598,3152.5892005701885
-956.906338378295,3152.525141184118
-952.3734720507252,3151.989574362128
-947.8582581258707,3153.2636278499263
-944.5729357898134,3156.9805782257104
-939.7416399587968,3157.9731527129397
-934.9436595340206,3157.5269891666185
-930.031421806274,3155.336646508722
-923.6846061460642,3148.45950772002
-918.3464534614042,3140.891577229333
-914.1787600192988,3129.6367213875315
-911.7952078491903,3116.2227376148444
-909.9574829288964,3098.530453059858
-909.1075720420381,3077.11639492159
-908.8609111715887,3053.6694201114383
-911.1220703037663,3029.5598178840514
-914.6196463386328,3001.2108761150525
