x,y
4535.075,2918.505
4417.606409809272,2849.6790320838313
4297.769253357165,2777.589887313437
4186.33622050255,2698.322746095003
4092.60768130933,2610.6455219650798
4001.4819421595435,2518.358504193545
3914.1638492952816,2422.7613318669214
3830.725736384843,2324.186814964171
3750.8185653632486,2229.773630219948
3658.4700076883705,2153.2482531950554
3560.862158327122,2076.791687340589
3464.1576215508776,2000.319817290074
3364.435014278032,1923.004493513726
3261.1937803487813,1844.7569298344317
3169.8210979439114,1757.363020553198
3090.126597900976,1660.7317194838756
3014.2802439093944,1559.339424868998
2936.937706681947,1450.2999682860263
2859.3276686131653,1337.5615741714992
2777.4227605421956,1236.6747432613388
2688.581230395232,1145.3648731748692
2599.217945124144,1064.5349287308852
2506.0689270388843,989.4140032635006
2412.3717649727,913.6274428565587
2328.8575979575166,834.4324480819519
2258.9895076125654,738.8287474100149
2189.325150133,628.3730570252798
2127.0219249376332,524.9655694749733
2074.524580837656,436.0116993982655
2019.909626189019,357.26253809684204
1959.359215680834,289.0688273758028
1895.7941791215646,222.67011704305202
1829.1354939947942,158.12330621676261
1751.1522384446293,90.30430712678087
1666.8493355185706,22.027982873650807
1592.4597446124337,-44.83562073606426
1521.2773341549496,-123.4334438306308
1448.1987898287082,-206.8205516496285
1386.4397131698988,-288.3590301551001
1333.5592185945768,-366.3860365688007
1280.4939649962366,-440.86520874894086
1218.979593926402,-501.06324233281674
1149.2513601580376,-561.0978769878983
1077.9626332825335,-619.8534556371915
996.056419117376,-678.1362324834927
908.9661753952611,-737.3723319182191
829.4393832294629,-799.7015560252368
757.9444979225544,-873.4446824107087
688.6855518510982,-953.8512698646284
627.4087925741471,-1035.961897749658
568.8665917201886,-1122.047911247711
508.031477746954,-1210.9773427376458
441.0377874383825,-1289.4633049089211
369.5411389792573,-1365.6197618136548
298.4789500618654,-1437.1805532086842
220.1602635249257,-1505.3100912517193
134.69652856123795,-1574.6408679727763
56.595648269150196,-1641.863554718397
-7.083113445891604,-1711.3647578655375
-65.91179438103553,-1786.1775673502925
-117.04773149384974,-1859.29377049573
-166.38764233790673,-1940.0124572582001
-215.96645703250246,-2034.368690293067
-265.84740918211,-2117.105765593969
-320.9023838527423,-2188.1258789936896
-375.0200007916068,-2255.1781811592455
-428.0523253304734,-2317.071175054305
-484.5948247141885,-2378.3748425933377
-545.0176452884136,-2443.882817618896
-595.2648312904444,-2499.571199997224
-639.3617437379553,-2566.295932413466
-673.2012971816168,-2627.4811800867665
-696.7846238605165,-2677.83438172751
-714.1884029535282,-2738.0866835824586
-721.0881322682106,-2803.9240834187112
-724.1005580473156,-2866.820947594243
-733.2627280389687,-2919.422640244192
-752.6365579317725,-2982.015005227022
-775.8109673456455,-3037.174912134709
-802.0604733294805,-3091.7306913838424
-830.5149688763026,-3143.781832619293
-851.4864681419538,-3189.9735479911146
-878.4967752131673,-3234.1915100640563
-903.3079509845041,-3288.569019666142
-921.0391551531983,-3355.5791983637737
-927.2505115558088,-3420.0696398224163
-926.4089292370144,-3482.869213479881
-917.4210995051488,-3529.944183327829
-918.3280634597053,-3558.8244847066667
-925.0398188353622,-3600.857368241403
-943.3304876163337,-3653.189022168853
-976.29060043321,-3707.0281636059103
-1027.098447464634,-3762.2993044636746
-1090.7395276886507,-3814.4595070370738
-1152.6148320076704,-3860.530211928045
-1202.2426866258347,-3902.2551383335367
-1246.2336523615663,-3951.4109213440297
-1295.290803916608,-3998.16581698668
-1345.6222903338448,-4045.54226412523
-1391.7216931557834,-4107.352146524726
