x,y
4707.0909999999985,2556.612
4653.9914298152735,2482.7001498148593
4595.890346371722,2402.5108266804136
4535.98348114961,2315.6545339826343
4469.781385438796,2219.2162843304254
4397.959582426025,2137.045722430602
4316.108263031962,2065.7561463559855
4232.02251233514,1994.979220637444
4152.946286362698,1924.4838517223814
4066.714019190828,1852.9409547532407
3980.489018989252,1779.1833583524199
3915.2776133157863,1696.2291610945742
3864.7794309179303,1609.7520555002668
3810.5741120649423,1522.3041490073967
3755.610903266534,1433.741465583614
3693.2697560351844,1331.6339068849602
3623.661657770161,1224.61241574195
3542.666451799893,1126.2218446659706
3457.67706131636,1034.2409294055808
3374.780169055087,953.588216108399
3293.0422360079087,878.3859598389913
3214.7409938234573,805.4683665080819
3157.7218724505988,730.7244305428575
3102.8908454017055,648.4326603508663
3051.0013617043237,560.1531597266498
2997.136826616209,464.89203148311617
2940.144461475241,359.7352384961969
2877.056886766352,262.9756420758366
2805.654931523507,176.0038863282344
2730.895497161815,93.26257644622486
2661.6826862278745,13.30727476982689
2588.615082929866,-70.63704947195194
2514.5737397236094,-154.30429246360785
2464.8500069315037,-246.49457688580472
2427.6946518966984,-341.60575585933475
2393.303457111614,-436.9706246792068
2359.0284696777203,-532.209153572165
2324.539927447167,-641.716207195648
2285.538557060625,-744.145376681555
2232.644661733941,-838.592771955785
2171.1567698167464,-928.2255049675834
2114.717542410174,-1015.4925462130765
2058.2201953032077,-1104.5703934518647
1995.779311707777,-1192.6767699177055
1949.872123032253,-1285.721872026932
1920.2485314884948,-1381.8829537398658
1893.7204134726544,-1477.650569912275
1866.8297845252503,-1575.705066363784
1839.553059574137,-1684.2579685624926
1807.6740893555434,-1785.3309016888602
1759.8181889977532,-1875.3056400653509
1703.5940800662447,-1957.3689250965613
1650.253704902138,-2033.1470858445
1598.8040520157062,-2105.8572237102867
1540.3349746158444,-2185.472893691797
1489.1630292325,-2265.3923086135956
1455.3236267531602,-2350.3814560431
1429.4717325985257,-2433.6764761209597
1404.9817404125788,-2514.545810807972
1379.1960283539634,-2596.1983270882165
1355.2265762919192,-2680.6950400035407
1329.2937639865324,-2762.112608393786
1290.7827098218243,-2839.4275655322904
1248.9802908096344,-2908.8541525885303
1208.860155763833,-2976.8094208942284
1170.4734391642871,-3041.443885235418
1127.4000630968685,-3102.70469496222
1091.00302025794,-3159.346075024167
1067.344744011506,-3218.8954320819716
1058.28109130366,-3264.221619969744
1043.9266281552184,-3298.484585700245
1033.84202033726,-3323.9277717502955
1026.009464985464,-3340.069119426952
1017.4444559028831,-3349.9894667790813
1015.3710895906515,-3356.4412641703466
1018.4046528768384,-3363.418967771597
1017.4708726959357,-3372.643415593203
1017.4483576089578,-3378.044311498442
1019.9746892327039,-3377.699144060541
1020.8360884266875,-3375.9945241056416
1016.8607160552847,-3373.482450298636
1015.4004175564378,-3367.8163024811975
1016.1674827721598,-3363.6050589793026
1014.6003594867789,-3363.6334229037575
1006.9545788282558,-3365.92510985123
993.1220133721506,-3367.518439685026
983.4410931813227,-3368.2626530477623
976.1188463275511,-3367.1788075490695
970.1136258703402,-3362.901746469558
966.7360828356447,-3358.6119658788284
963.4992099350449,-3356.6711983737787
962.0183752903042,-3356.963489939975
961.3982254029465,-3358.922767577439
962.2284625382057,-3359.1458887317867
979.944087984012,-3353.10680399092
1002.5068890247883,-3353.285059660502
1022.1845572857177,-3355.713494362428
1029.4693681142508,-3361.2642403088203
1028.9303614951602,-3367.365806124275
1037.912189221419,-3378.185067964906
